token,subject,word,group,language,cons,stress,vot,cog,sd,skew,kurt
BIL_vivianaGarcia_tabla_spanish_1438,vivianaG,tabla,bilingual,Spanish,t,stressed,8.56,2478.485,2423.851,1.139,1.384
BIL_vivianaGarcia_tabla_spanish_1554,vivianaG,tabla,bilingual,Spanish,t,stressed,7.74,1041.636,1447.465,3.170,13.593
BIL_vivianaGarcia_tabloid_english_1428,vivianaG,tabloid,bilingual,English,t,stressed,85.52,NA,NA,NA,NA
BIL_vivianaGarcia_tabloid_english_1476,vivianaG,tabloid,bilingual,English,t,stressed,47.94,NA,NA,NA,NA
BIL_vivianaGarcia_tabloid_english_1480,vivianaG,tabloid,bilingual,English,t,stressed,50.22,NA,NA,NA,NA
BIL_vivianaGarcia_taboo_english_1030,vivianaG,taboo,bilingual,English,t,unstressed,77.22,NA,NA,NA,NA
BIL_vivianaGarcia_taboo_english_1212,vivianaG,taboo,bilingual,English,t,unstressed,54.03,NA,NA,NA,NA
BIL_vivianaGarcia_taboo_english_1434,vivianaG,taboo,bilingual,English,t,unstressed,50.93,NA,NA,NA,NA
BIL_vivianaGarcia_tackle_english_1046,vivianaG,tackle,bilingual,English,t,stressed,71.37,NA,NA,NA,NA
BIL_vivianaGarcia_tactics_english_1086,vivianaG,tactics,bilingual,English,t,stressed,42.32,NA,NA,NA,NA
BIL_vivianaGarcia_tactics_english_1346,vivianaG,tactics,bilingual,English,t,stressed,37.29,NA,NA,NA,NA
BIL_vivianaGarcia_tactics_english_1400,vivianaG,tactics,bilingual,English,t,stressed,42.13,NA,NA,NA,NA
BIL_vivianaGarcia_tactil_spanish_1198,vivianaG,tactil,bilingual,Spanish,t,stressed,10.20,2794.198,2171.020,0.827,0.864
BIL_vivianaGarcia_tactil_spanish_1526,vivianaG,tactil,bilingual,Spanish,t,stressed,6.83,806.120,1398.720,4.270,21.941
BIL_vivianaGarcia_tamano_spanish_1320,vivianaG,tamano,bilingual,Spanish,t,unstressed,8.43,2337.106,2373.623,1.395,1.892
BIL_vivianaGarcia_tamano_spanish_1520,vivianaG,tamano,bilingual,Spanish,t,unstressed,9.45,1013.751,1620.457,3.631,18.794
BIL_vivianaGarcia_tamano_spanish_1558,vivianaG,tamano,bilingual,Spanish,t,unstressed,7.69,2019.062,1795.536,1.747,4.154
BIL_vivianaGarcia_tambien_spanish_1184,vivianaG,tambien,bilingual,Spanish,t,unstressed,9.75,2116.302,1536.868,1.631,5.517
BIL_vivianaGarcia_tambien_spanish_1312,vivianaG,tambien,bilingual,Spanish,t,unstressed,8.63,1597.064,1973.581,1.888,4.007
BIL_vivianaGarcia_tambien_spanish_1564,vivianaG,tambien,bilingual,Spanish,t,unstressed,7.93,2030.615,2585.995,1.697,1.821
BIL_vivianaGarcia_tambourine_english_1074,vivianaG,tambourine,bilingual,English,t,unstressed,58.71,NA,NA,NA,NA
BIL_vivianaGarcia_tambourine_english_1358,vivianaG,tambourine,bilingual,English,t,unstressed,51.01,NA,NA,NA,NA
BIL_vivianaGarcia_tambourine_english_1374,vivianaG,tambourine,bilingual,English,t,unstressed,43.96,NA,NA,NA,NA
BIL_vivianaGarcia_tampoco_spanish_1152,vivianaG,tampoco,bilingual,Spanish,t,unstressed,11.14,700.879,1679.286,4.277,23.634
BIL_vivianaGarcia_tampoco_spanish_1474,vivianaG,tampoco,bilingual,Spanish,t,unstressed,7.07,824.637,1280.530,4.183,24.011
BIL_vivianaGarcia_tampoco_spanish_1506,vivianaG,tampoco,bilingual,Spanish,t,unstressed,6.98,913.828,1198.856,2.931,15.535
BIL_vivianaGarcia_tanker_english_1390,vivianaG,tanker,bilingual,English,t,stressed,50.24,NA,NA,NA,NA
BIL_vivianaGarcia_tanker_english_1398,vivianaG,tanker,bilingual,English,t,stressed,54.06,NA,NA,NA,NA
BIL_vivianaGarcia_tanker_english_1498,vivianaG,tanker,bilingual,English,t,stressed,37.85,NA,NA,NA,NA
BIL_vivianaGarcia_tanque_spanish_1254,vivianaG,tanque,bilingual,Spanish,t,stressed,7.41,1621.933,1941.427,1.827,4.206
BIL_vivianaGarcia_tanque_spanish_1306,vivianaG,tanque,bilingual,Spanish,t,stressed,7.08,1622.078,2127.579,1.917,3.946
BIL_vivianaGarcia_tanque_spanish_1482,vivianaG,tanque,bilingual,Spanish,t,stressed,9.77,2096.400,2062.269,1.782,3.753
BIL_vivianaGarcia_tanto_spanish_1140,vivianaG,tanto,bilingual,Spanish,t,stressed,8.32,1793.840,2054.729,2.291,6.595
BIL_vivianaGarcia_tanto_spanish_1376,vivianaG,tanto,bilingual,Spanish,t,stressed,11.74,2641.937,2525.155,1.049,1.108
BIL_vivianaGarcia_tanto_spanish_1446,vivianaG,tanto,bilingual,Spanish,t,stressed,9.10,2518.188,2475.255,1.306,1.628
BIL_vivianaGarcia_tantrum_english_1258,vivianaG,tantrum,bilingual,English,t,stressed,39.94,NA,NA,NA,NA
BIL_vivianaGarcia_tantrum_english_1318,vivianaG,tantrum,bilingual,English,t,stressed,38.59,NA,NA,NA,NA
BIL_vivianaGarcia_tantrum_english_1550,vivianaG,tantrum,bilingual,English,t,stressed,36.55,NA,NA,NA,NA
BIL_vivianaGarcia_tapioca_english_1214,vivianaG,tapioca,bilingual,English,t,unstressed,38.71,NA,NA,NA,NA
BIL_vivianaGarcia_tapioca_english_1256,vivianaG,tapioca,bilingual,English,t,unstressed,48.67,NA,NA,NA,NA
BIL_vivianaGarcia_tapioca_english_1354,vivianaG,tapioca,bilingual,English,t,unstressed,44.62,NA,NA,NA,NA
BIL_vivianaGarcia_tattoo_english_1056,vivianaG,tattoo,bilingual,English,t,unstressed,43.88,NA,NA,NA,NA
BIL_vivianaGarcia_tattoo_english_1174,vivianaG,tattoo,bilingual,English,t,unstressed,37.38,NA,NA,NA,NA
BIL_vivianaGarcia_tattoo_english_1440,vivianaG,tattoo,bilingual,English,t,unstressed,40.59,NA,NA,NA,NA
BIL_vivianaGarcia_tattooing_english_1190,vivianaG,tattooing,bilingual,English,t,unstressed,37.07,NA,NA,NA,NA
BIL_vivianaGarcia_tattooing_english_1194,vivianaG,tattooing,bilingual,English,t,unstressed,56.85,NA,NA,NA,NA
BIL_vivianaGarcia_taza_spanish_1146,vivianaG,taza,bilingual,Spanish,t,stressed,7.14,1351.359,1642.375,2.024,6.051
BIL_vivianaGarcia_taza_spanish_1224,vivianaG,taza,bilingual,Spanish,t,stressed,9.34,1372.323,1443.000,2.643,11.422
BIL_vivianaGarcia_taza_spanish_1278,vivianaG,taza,bilingual,Spanish,t,stressed,0,NA,NA,NA,NA
BIL_yamileDiaz_daba_spanish_1022,yamileDi,daba,bilingual,Spanish,d,stressed,-109.10,NA,NA,NA,NA
BIL_yamileDiaz_daba_spanish_1030,yamileDi,daba,bilingual,Spanish,d,stressed,-59.56,NA,NA,NA,NA
BIL_yamileDiaz_daba_spanish_1038,yamileDi,daba,bilingual,Spanish,d,stressed,-91.74,NA,NA,NA,NA
BIL_yamileDiaz_daga_spanish_1082,yamileDi,daga,bilingual,Spanish,d,stressed,-64.19,NA,NA,NA,NA
BIL_yamileDiaz_daga_spanish_1114,yamileDi,daga,bilingual,Spanish,d,stressed,-88.59,NA,NA,NA,NA
BIL_yamileDiaz_daga_spanish_1222,yamileDi,daga,bilingual,Spanish,d,stressed,-61.47,NA,NA,NA,NA
BIL_yamileDiaz_dagger_english_1008,yamileDi,dagger,bilingual,English,d,stressed,37.65,5489.485,3578.783,-0.402,-1.495
BIL_yamileDiaz_dagger_english_1248,yamileDi,dagger,bilingual,English,d,stressed,30.78,5255.237,4242.689,0.104,-1.594
BIL_yamileDiaz_dagger_english_1276,yamileDi,dagger,bilingual,English,d,stressed,23.34,2588.100,2875.867,1.314,0.919
BIL_yamileDiaz_dakota_english_1076,yamileDi,dakota,bilingual,English,d,unstressed,17.23,2669.728,2996.164,0.987,-0.233
BIL_yamileDiaz_dakota_english_1194,yamileDi,dakota,bilingual,English,d,unstressed,17.06,2039.125,2428.671,1.533,1.894
BIL_yamileDiaz_dakota_english_1266,yamileDi,dakota,bilingual,English,d,unstressed,18.54,1962.109,2869.168,1.881,2.568
BIL_yamileDiaz_daltonian_english_1040,yamileDi,daltonian,bilingual,English,d,unstressed,21.69,2354.011,3180.321,1.373,0.624
BIL_yamileDiaz_daltonian_english_1132,yamileDi,daltonian,bilingual,English,d,unstressed,33.40,5727.010,3732.999,-0.388,-1.435
BIL_yamileDiaz_daltonian_english_1164,yamileDi,daltonian,bilingual,English,d,unstressed,-46.35,NA,NA,NA,NA
BIL_yamileDiaz_daltonico_spanish_1154,yamileDi,daltonico,bilingual,Spanish,d,unstressed,-66.29,NA,NA,NA,NA
BIL_yamileDiaz_daltonico_spanish_1172,yamileDi,daltonico,bilingual,Spanish,d,unstressed,-72.03,NA,NA,NA,NA
BIL_yamileDiaz_daltonico_spanish_1260,yamileDi,daltonico,bilingual,Spanish,d,unstressed,-127.04,NA,NA,NA,NA
BIL_yamileDiaz_dama_spanish_1052,yamileDi,dama,bilingual,Spanish,d,stressed,-125.01,NA,NA,NA,NA
BIL_yamileDiaz_dama_spanish_1206,yamileDi,dama,bilingual,Spanish,d,stressed,-64.23,NA,NA,NA,NA
BIL_yamileDiaz_dama_spanish_1250,yamileDi,dama,bilingual,Spanish,d,stressed,-104.16,NA,NA,NA,NA
BIL_yamileDiaz_damage_english_1002,yamileDi,damage,bilingual,English,d,stressed,30.22,6405.461,3293.868,-0.667,-0.655
BIL_yamileDiaz_damage_english_1084,yamileDi,damage,bilingual,English,d,stressed,19.67,2677.294,2693.421,0.482,-1.052
BIL_yamileDiaz_damage_english_1268,yamileDi,damage,bilingual,English,d,stressed,22.66,4535.391,2047.362,-0.217,0.878
BIL_yamileDiaz_damnation_english_1044,yamileDi,damnation,bilingual,English,d,unstressed,20.79,1738.941,2495.718,2.102,3.875
BIL_yamileDiaz_damnation_english_1078,yamileDi,damnation,bilingual,English,d,unstressed,26.53,3481.549,3033.738,0.664,-0.290
BIL_yamileDiaz_damnation_english_1232,yamileDi,damnation,bilingual,English,d,unstressed,23.11,1818.313,2453.977,1.787,2.911
BIL_yamileDiaz_damper_english_1018,yamileDi,damper,bilingual,English,d,stressed,15.19,2697.199,2570.722,0.859,0.184
BIL_yamileDiaz_damper_english_1042,yamileDi,damper,bilingual,English,d,stressed,25.23,3732.872,3376.511,0.525,-0.958
BIL_yamileDiaz_damper_english_1210,yamileDi,damper,bilingual,English,d,stressed,21.87,2619.941,2431.405,0.679,-0.050
BIL_yamileDiaz_danar_spanish_1058,yamileDi,danar,bilingual,Spanish,d,unstressed,-80.98,NA,NA,NA,NA
BIL_yamileDiaz_danar_spanish_1244,yamileDi,danar,bilingual,Spanish,d,unstressed,-69.40,NA,NA,NA,NA
BIL_yamileDiaz_danar_spanish_1264,yamileDi,danar,bilingual,Spanish,d,unstressed,-95.93,NA,NA,NA,NA
BIL_yamileDiaz_dancette_english_1080,yamileDi,dancette,bilingual,English,d,unstressed,19.84,2633.328,1896.366,1.071,3.244
BIL_yamileDiaz_dancette_english_1102,yamileDi,dancette,bilingual,English,d,unstressed,12.43,1244.725,1549.311,1.761,3.990
BIL_yamileDiaz_dancette_english_1176,yamileDi,dancette,bilingual,English,d,unstressed,14.73,2367.716,1967.043,0.608,0.529
BIL_yamileDiaz_dancing_english_1014,yamileDi,dancing,bilingual,English,d,stressed,21.13,1707.176,2254.661,1.664,2.414
BIL_yamileDiaz_dancing_english_1158,yamileDi,dancing,bilingual,English,d,stressed,20.92,2816.991,2247.026,0.501,-0.204
BIL_yamileDiaz_dancing_english_1178,yamileDi,dancing,bilingual,English,d,stressed,18.59,2074.902,2071.563,1.115,1.573
BIL_yamileDiaz_danesa_spanish_1006,yamileDi,danesa,bilingual,Spanish,d,unstressed,-53.66,NA,NA,NA,NA
BIL_yamileDiaz_danesa_spanish_1016,yamileDi,danesa,bilingual,Spanish,d,unstressed,-63.83,NA,NA,NA,NA
BIL_yamileDiaz_danesa_spanish_1182,yamileDi,danesa,bilingual,Spanish,d,unstressed,-42.22,NA,NA,NA,NA
BIL_yamileDiaz_danesa_spanish_1190,yamileDi,danesa,bilingual,Spanish,d,unstressed,-103.93,NA,NA,NA,NA
BIL_yamileDiaz_danielle_english_1110,yamileDi,danielle,bilingual,English,d,unstressed,25.77,1846.638,2209.551,1.593,2.267
BIL_yamileDiaz_danielle_english_1228,yamileDi,danielle,bilingual,English,d,unstressed,21.32,3158.626,3424.560,0.843,-0.720
BIL_yamileDiaz_danielle_spanish_1220,yamileDi,danielle,bilingual,English,d,unstressed,-39.49,NA,NA,NA,NA
BIL_yamileDiaz_danino_spanish_1048,yamileDi,danino,bilingual,Spanish,d,unstressed,-12.38,NA,NA,NA,NA
BIL_yamileDiaz_danino_spanish_1054,yamileDi,danino,bilingual,Spanish,d,unstressed,-67.09,NA,NA,NA,NA
BIL_yamileDiaz_danino_spanish_1144,yamileDi,danino,bilingual,Spanish,d,unstressed,-125.18,NA,NA,NA,NA
BIL_yamileDiaz_dano_spanish_1010,yamileDi,dano,bilingual,Spanish,d,stressed,-88.19,NA,NA,NA,NA
BIL_yamileDiaz_dano_spanish_1060,yamileDi,dano,bilingual,Spanish,d,stressed,-93.75,NA,NA,NA,NA
BIL_yamileDiaz_dano_spanish_1098,yamileDi,dano,bilingual,Spanish,d,stressed,-101.48,NA,NA,NA,NA
BIL_yamileDiaz_danza_spanish_1088,yamileDi,danza,bilingual,Spanish,d,stressed,-82.35,NA,NA,NA,NA
BIL_yamileDiaz_danza_spanish_1202,yamileDi,danza,bilingual,Spanish,d,stressed,-83.49,NA,NA,NA,NA
BIL_yamileDiaz_danza_spanish_1240,yamileDi,danza,bilingual,Spanish,d,stressed,-51.31,NA,NA,NA,NA
BIL_yamileDiaz_danzar_spanish_1066,yamileDi,danzar,bilingual,Spanish,d,unstressed,-59.78,NA,NA,NA,NA
BIL_yamileDiaz_danzar_spanish_1152,yamileDi,danzar,bilingual,Spanish,d,unstressed,12.18,NA,NA,NA,NA
BIL_yamileDiaz_danzar_spanish_1224,yamileDi,danzar,bilingual,Spanish,d,unstressed,-101.47,NA,NA,NA,NA
BIL_yamileDiaz_dazzle_english_1032,yamileDi,dazzle,bilingual,English,d,stressed,17.45,2292.792,2290.053,0.874,0.156
BIL_yamileDiaz_dazzle_english_1186,yamileDi,dazzle,bilingual,English,d,stressed,15.01,2178.920,2481.966,1.101,0.371
BIL_yamileDiaz_dazzle_english_1274,yamileDi,dazzle,bilingual,English,d,stressed,13.95,2500.672,2625.946,1.085,0.036
BIL_yamileDiaz_tabaco_spanish_1024,yamileDi,tabaco,bilingual,Spanish,t,unstressed,5.07,1609.859,1692.040,2.129,7.074
BIL_yamileDiaz_tabaco_spanish_1142,yamileDi,tabaco,bilingual,Spanish,t,unstressed,7.45,1225.620,1789.872,3.117,11.282
BIL_yamileDiaz_tabaco_spanish_1174,yamileDi,tabaco,bilingual,Spanish,t,unstressed,7.85,1135.767,1406.108,2.935,13.635
BIL_yamileDiaz_taberna_spanish_1028,yamileDi,taberna,bilingual,Spanish,t,unstressed,7.38,1731.111,1849.120,1.900,5.705
BIL_yamileDiaz_taberna_spanish_1072,yamileDi,taberna,bilingual,Spanish,t,unstressed,10.21,2036.052,2029.079,1.812,4.492
BIL_yamileDiaz_taberna_spanish_1170,yamileDi,taberna,bilingual,Spanish,t,unstressed,12.99,1310.440,2038.725,2.783,8.543
BIL_yamileDiaz_tabla_spanish_1146,yamileDi,tabla,bilingual,Spanish,t,stressed,7.24,1638.075,1353.423,2.212,8.894
BIL_yamileDiaz_tabla_spanish_1214,yamileDi,tabla,bilingual,Spanish,t,stressed,9.57,1208.730,1740.884,3.000,10.544
BIL_yamileDiaz_tabla_spanish_1234,yamileDi,tabla,bilingual,Spanish,t,stressed,6.96,1340.356,1532.745,1.860,5.005
BIL_yamileDiaz_tabloid_english_1140,yamileDi,tabloid,bilingual,English,t,stressed,33.07,NA,NA,NA,NA
BIL_yamileDiaz_tabloid_english_1226,yamileDi,tabloid,bilingual,English,t,stressed,67.32,NA,NA,NA,NA
BIL_yamileDiaz_tabloid_english_1270,yamileDi,tabloid,bilingual,English,t,stressed,31.90,NA,NA,NA,NA
BIL_yamileDiaz_taboo_english_1096,yamileDi,taboo,bilingual,English,t,unstressed,54.94,NA,NA,NA,NA
BIL_yamileDiaz_taboo_english_1134,yamileDi,taboo,bilingual,English,t,unstressed,36.77,NA,NA,NA,NA
BIL_yamileDiaz_taboo_english_1216,yamileDi,taboo,bilingual,English,t,unstressed,47.20,NA,NA,NA,NA
BIL_yamileDiaz_tackle_english_1126,yamileDi,tackle,bilingual,English,t,stressed,72.07,NA,NA,NA,NA
BIL_yamileDiaz_tackle_english_1128,yamileDi,tackle,bilingual,English,t,stressed,45.60,NA,NA,NA,NA
BIL_yamileDiaz_tackle_english_1198,yamileDi,tackle,bilingual,English,t,stressed,43.41,NA,NA,NA,NA
BIL_yamileDiaz_tactics_english_1184,yamileDi,tactics,bilingual,English,t,stressed,55.63,NA,NA,NA,NA
BIL_yamileDiaz_tactics_english_1254,yamileDi,tactics,bilingual,English,t,stressed,39.56,NA,NA,NA,NA
BIL_yamileDiaz_tactil_spanish_1106,yamileDi,tactil,bilingual,Spanish,t,stressed,11.94,1377.614,1809.966,2.509,8.516
BIL_yamileDiaz_tactil_spanish_1108,yamileDi,tactil,bilingual,Spanish,t,stressed,7.87,1225.302,1811.024,2.873,9.063
BIL_yamileDiaz_tactil_spanish_1138,yamileDi,tactil,bilingual,Spanish,t,stressed,12.62,1856.554,2273.496,1.989,5.486
BIL_yamileDiaz_tamano_spanish_1104,yamileDi,tamano,bilingual,Spanish,t,unstressed,8.60,931.773,1294.208,3.890,19.498
BIL_yamileDiaz_tamano_spanish_1150,yamileDi,tamano,bilingual,Spanish,t,unstressed,8.87,1368.390,1619.677,2.198,6.675
BIL_yamileDiaz_tamano_spanish_1188,yamileDi,tamano,bilingual,Spanish,t,unstressed,13.38,2157.030,1971.964,1.404,1.713
BIL_yamileDiaz_tambien_spanish_1092,yamileDi,tambien,bilingual,Spanish,t,unstressed,8.68,1925.210,2132.239,1.897,3.668
BIL_yamileDiaz_tambien_spanish_1208,yamileDi,tambien,bilingual,Spanish,t,unstressed,8.73,2078.062,1589.075,1.663,7.174
BIL_yamileDiaz_tambien_spanish_1280,yamileDi,tambien,bilingual,Spanish,t,unstressed,7.13,2345.324,1881.249,1.465,3.868
BIL_yamileDiaz_tambourine_english_1034,yamileDi,tambourine,bilingual,English,t,unstressed,67.28,NA,NA,NA,NA
BIL_yamileDiaz_tambourine_english_1166,yamileDi,tambourine,bilingual,English,t,unstressed,58.36,NA,NA,NA,NA
BIL_yamileDiaz_tambourine_english_1258,yamileDi,tambourine,bilingual,English,t,unstressed,45.44,NA,NA,NA,NA
BIL_yamileDiaz_tampoco_spanish_1168,yamileDi,tampoco,bilingual,Spanish,t,unstressed,11.47,855.410,1349.408,3.680,18.078
BIL_yamileDiaz_tampoco_spanish_1230,yamileDi,tampoco,bilingual,Spanish,t,unstressed,11.11,1179.908,1230.025,3.513,19.978
BIL_yamileDiaz_tampoco_spanish_1252,yamileDi,tampoco,bilingual,Spanish,t,unstressed,13.62,1600.045,2539.818,2.205,3.951
BIL_yamileDiaz_tanker_english_1090,yamileDi,tanker,bilingual,English,t,stressed,60.20,NA,NA,NA,NA
BIL_yamileDiaz_tanker_english_1100,yamileDi,tanker,bilingual,English,t,stressed,49.73,NA,NA,NA,NA
BIL_yamileDiaz_tanker_english_1122,yamileDi,tanker,bilingual,English,t,stressed,50.25,NA,NA,NA,NA
BIL_yamileDiaz_tanque_spanish_1074,yamileDi,tanque,bilingual,Spanish,t,stressed,9.68,1734.693,1818.966,1.616,3.185
BIL_yamileDiaz_tanque_spanish_1120,yamileDi,tanque,bilingual,Spanish,t,stressed,9.23,1480.508,1549.152,2.732,10.573
BIL_yamileDiaz_tanque_spanish_1130,yamileDi,tanque,bilingual,Spanish,t,stressed,11.08,1685.994,1716.887,1.580,4.704
BIL_yamileDiaz_tanto_spanish_1156,yamileDi,tanto,bilingual,Spanish,t,stressed,9.02,788.016,1176.209,4.311,22.506
BIL_yamileDiaz_tanto_spanish_1236,yamileDi,tanto,bilingual,Spanish,t,stressed,9.52,2072.111,2138.767,1.533,2.416
BIL_yamileDiaz_tanto_spanish_1282,yamileDi,tanto,bilingual,Spanish,t,stressed,10.18,1452.979,1934.929,2.325,6.219
BIL_yamileDiaz_tantrum_english_1004,yamileDi,tantrum,bilingual,English,t,stressed,76.38,NA,NA,NA,NA
BIL_yamileDiaz_tantrum_english_1192,yamileDi,tantrum,bilingual,English,t,stressed,60.80,NA,NA,NA,NA
BIL_yamileDiaz_tantrum_english_1278,yamileDi,tantrum,bilingual,English,t,stressed,48.17,NA,NA,NA,NA
BIL_yamileDiaz_tapioca_english_1012,yamileDi,tapioca,bilingual,English,t,unstressed,50.50,NA,NA,NA,NA
BIL_yamileDiaz_tapioca_english_1056,yamileDi,tapioca,bilingual,English,t,unstressed,49.41,NA,NA,NA,NA
BIL_yamileDiaz_tapioca_english_1238,yamileDi,tapioca,bilingual,English,t,unstressed,43.26,NA,NA,NA,NA
BIL_yamileDiaz_tattoing_english_1094,yamileDi,tattooing,bilingual,English,t,unstressed,34.59,NA,NA,NA,NA
BIL_yamileDiaz_tattoo_english_1118,yamileDi,tattoo,bilingual,English,t,unstressed,60.72,NA,NA,NA,NA
BIL_yamileDiaz_tattoo_english_1204,yamileDi,tattoo,bilingual,English,t,unstressed,40.26,NA,NA,NA,NA
BIL_yamileDiaz_tattoo_english_1218,yamileDi,tattoo,bilingual,English,t,unstressed,47.71,NA,NA,NA,NA
BIL_yamileDiaz_tattooing_english_1020,yamileDi,tattooing,bilingual,English,t,unstressed,73.01,NA,NA,NA,NA
BIL_yamileDiaz_tattooing_english_1262,yamileDi,tattooing,bilingual,English,t,unstressed,43.73,NA,NA,NA,NA
BIL_yamileDiaz_taza_spanish_1046,yamileDi,taza,bilingual,Spanish,t,stressed,7.27,1705.160,1988.573,2.452,6.014
BIL_yamileDiaz_taza_spanish_1148,yamileDi,taza,bilingual,Spanish,t,stressed,7.07,1228.116,1651.365,2.627,8.377
BIL_zaidaVega_daba_english_1206,zaidaVeg,daba,bilingual,English,d,stressed,-62.74,NA,NA,NA,NA
BIL_zaidaVega_daba_spanish_1194,zaidaVeg,daba,bilingual,Spanish,d,stressed,-139.78,NA,NA,NA,NA
BIL_zaidaVega_daba_spanish_1262,zaidaVeg,daba,bilingual,Spanish,d,stressed,-89.50,NA,NA,NA,NA
BIL_zaidaVega_daga_spanish_1106,zaidaVeg,daga,bilingual,Spanish,d,stressed,-69.52,NA,NA,NA,NA
BIL_zaidaVega_daga_spanish_1150,zaidaVeg,daga,bilingual,Spanish,d,stressed,-48.72,NA,NA,NA,NA
BIL_zaidaVega_daga_spanish_1216,zaidaVeg,daga,bilingual,Spanish,d,stressed,-73.47,NA,NA,NA,NA
BIL_zaidaVega_dagger_english_1016,zaidaVeg,dagger,bilingual,English,d,stressed,19.53,1019.793,1962.303,2.846,7.367
BIL_zaidaVega_dagger_english_1122,zaidaVeg,dagger,bilingual,English,d,stressed,17.85,1643.376,2487.103,1.606,1.735
BIL_zaidaVega_dagger_english_1222,zaidaVeg,dagger,bilingual,English,d,stressed,19.79,1134.869,2237.207,2.356,4.556
BIL_zaidaVega_dakota_english_1038,zaidaVeg,dakota,bilingual,English,d,unstressed,17.35,2781.146,2680.239,0.349,-1.159
BIL_zaidaVega_dakota_english_1068,zaidaVeg,dakota,bilingual,English,d,unstressed,-98.01,NA,NA,NA,NA
BIL_zaidaVega_dakota_english_1234,zaidaVeg,dakota,bilingual,English,d,unstressed,-55.16,NA,NA,NA,NA
BIL_zaidaVega_daltonian_english_1022,zaidaVeg,daltonian,bilingual,English,d,unstressed,19.39,1064.315,1423.736,2.925,14.252
BIL_zaidaVega_daltonian_english_1146,zaidaVeg,daltonian,bilingual,English,d,unstressed,18.87,717.593,1085.672,3.734,26.470
BIL_zaidaVega_daltonian_english_1160,zaidaVeg,daltonian,bilingual,English,d,unstressed,21.98,792.493,1618.348,3.960,19.880
BIL_zaidaVega_daltonico_spanish_1064,zaidaVeg,daltonico,bilingual,Spanish,d,unstressed,-53.28,NA,NA,NA,NA
BIL_zaidaVega_daltonico_spanish_1070,zaidaVeg,daltonico,bilingual,Spanish,d,unstressed,-80.84,NA,NA,NA,NA
BIL_zaidaVega_daltonico_spanish_1190,zaidaVeg,daltonico,bilingual,Spanish,d,unstressed,-28.93,NA,NA,NA,NA
BIL_zaidaVega_dama_spanish_1078,zaidaVeg,dama,bilingual,Spanish,d,stressed,-57.39,NA,NA,NA,NA
BIL_zaidaVega_dama_spanish_1208,zaidaVeg,dama,bilingual,Spanish,d,stressed,-47.65,NA,NA,NA,NA
BIL_zaidaVega_dama_spanish_1244,zaidaVeg,dama,bilingual,Spanish,d,stressed,10.01,NA,NA,NA,NA
BIL_zaidaVega_damage_english_1020,zaidaVeg,damage,bilingual,English,d,stressed,13.88,1305.802,1688.409,2.473,7.464
BIL_zaidaVega_damage_english_1164,zaidaVeg,damage,bilingual,English,d,stressed,14.71,1538.251,2088.231,2.304,5.347
BIL_zaidaVega_damage_english_1252,zaidaVeg,damage,bilingual,English,d,stressed,14.52,2241.403,1606.112,0.507,0.653
BIL_zaidaVega_damnation_english_1088,zaidaVeg,damnation,bilingual,English,d,unstressed,18.61,1414.516,1951.262,2.510,8.298
BIL_zaidaVega_damnation_english_1104,zaidaVeg,damnation,bilingual,English,d,unstressed,17.48,1082.220,1664.116,2.869,10.247
BIL_zaidaVega_damnation_english_1210,zaidaVeg,damnation,bilingual,English,d,unstressed,15.42,1203.565,2036.551,2.287,5.332
